text,emotion
"['today', 'brazil', 'name', 'fan', 'psycho', 'yuri', 'torski', 'whose', 'last', 'name', '6', 'letter', 'hexa']","neutro"
"['william', 'sprint', 'past', 'neymar', '1st', 'goal', 'brazil', 'skirt', 'first', '10', 'minut', 'game']","neutro"
"['repeat', 'brazil', 'win', 'brazil', 'win', 'brazil', 'win', 'brazil', 'win', 'amen']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['brazil', 'muslera', 'goal', 'franc', 'martin', 'silva']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['back', 'studi', 'next', 'match', 'start']","neutro"
"['amp', 'stole', 'goal', 'god', 'brazilian', 'red', 'devil', 'belgium']","neutro"
"['know', 'neymar', 'better', 'feet', 'whole', 'time', 'field']","negativo"
"['today', 'brazil', 'qnd', 'ask', 'quiet', 'p', 'game', 'insid']","negativo"
"['god', 'bless', 'us', 'protect', 'us', 'neymar', 'post', 'instagram', 'pray', 'win']","positivo"
"['new', 'winner', 'could', 'new', 'wi']","positivo"
"['begin', 'come', 'watch', 'giroud', 'want', 'tell', 'franc', 'play', 'uruguay']","neutro"
"['nobl', 'quran', 'deep', 'sea', 'intern', 'wave', 'chat']","neutro"
"['remov', 'espan', 'h', 'angri', 'sina', 'x', 'ico', 'lemanja', 'miss', 'b', 'elgica', 'f', 'r', 'even']","neutro"
"['today', 'brazil', 'name', 'fan', 'psycho', 'yuri', 'torski', 'whose', 'last', 'name', '6', 'letter', 'hexa']","neutro"
"['want', 'support', 'overlay', 'cool', 'retweet', 'use']","neutro"
"['canari', 'fan', 'psycho', 'danc', 'pagodinho', 'would', 'say', 'hexa', 'bless']","positivo"
"['would', 'see', 'semi', 'final', 'team', 'franc', 'belgium', 'love', 'brazil']","neutro"
"['back', 'two', 'day', 'root', 'hazard', 'like', 'neymar', 'htt']","neutro"
"['arriv', 'messag', 'exclus', 'thiago', 'silva', 'peopl']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['alreadi', 'smile', 'firmino', 'kind']","positivo"
"['predict']","neutro"
"['would', 'see', 'semi', 'final', 'team', 'franc', 'belgium', 'love', 'brazil']","neutro"
"['today', 'brazil', 'qnd', 'ask', 'quiet', 'p', 'game', 'insid']","negativo"
"['brazil', 'win']","positivo"
"['behav', 'like']","neutro"
"['funni', 'guy']","positivo"
"['take', 'order', 'order', 'arrest', 'wit', 'amp', 'seizur', 'video', 'illeg', 'migrant', 'kilk', 'girlfriend', 'th']","neutro"
"['moon', 'phase', 'chat']","neutro"
"['want', 'support', 'overlay', 'cool', 'retweet', 'use']","neutro"
"['know', 'neymar', 'spent', '14', 'minut', 'ground', 'far', 'fifa', 'world', 'cup', '2018', 'report']","negativo"
"['ahead', 'belgium', 'brazil', 'excerpt', 'belgium', 'new', 'book', 'usa', 'order', 'uk', 'order']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['thiago', 'silva', 'like', 'alderweireld']","neutro"
"['check', 'titu', 'use', 'scale', 'thump', 'belgium', 'would', 'begin', 'play', 'case']","neutro"
"['bowl', 'anxious', 'seguraaaaaaa']","positivo"
"['next', 'clash', 'favorit', 'come', 'top', 'see', 'bob', 'thing']","neutro"
"['today', 'brazil', '3', 'gol', 'today', 'brazil', '3', 'gol', 'today', 'brazil', '3', 'gol', 'today', 'brazil', '3', 'goal']","neutro"
"['even', 'finger', 'scream', 'forc']","positivo"
"['spot']","neutro"
"['prepar', 'game', 'today']","neutro"
"['quarter', 'final', 'predict', 'correct', 'scorelin', 'brazil', 'vs', 'belgium', 'game', 'win', '100', 'post', 'f']","neutro"
"['thiago', 'silva', 'like', 'alderweireld']","neutro"
"['predict']","neutro"
"['2', 'x', '0', '2', 'x', '1']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['today', 'brazil', 'much', 'hate']","negativo"
"['god', 'brazilian', 'red', 'devil', 'belgium', 'world', 'cup', 'u0001f929']","neutro"
"['game', '2', 'brazil', 'vs', 'belgium', 'kick', '11', '30', 'pm', 'win', 'vote']","neutro"
"['hate']","negativo"
"['god', 'want', 'belgium', 'stay', 'back', 'fight', 'dad', 'heaven', 'command', 'today', 'brazil', 'x', 'belgium', 'brazil']","neutro"
"['today', 'eve', 'actual', 'tierdoku', 'quot', 'swallow', 'russia', 'quot', 'plan', 'chang']","neutro"
"['yuri', 'pass', 'na', 'tml', 'bless', 'game', 'today', 'master', 'one', 'russian', 'brazilian', 'today', 'brazil']","neutro"
"['would', 'see', 'semi', 'final', 'team', 'franc', 'belgium', 'love', 'brazil']","neutro"
"['brazilian', 'cheer', 'countri', 'find', 'maximum', 'myth']","neutro"
"['nasa', 'need', 'studi', 'brazilian']","neutro"
"['also', 'answer', 'media', 'penalti', 'impos', 'showi']","neutro"
"['remov', 'espan', 'h', 'angri', 'sina', 'x', 'ico', 'lemanja', 'miss', 'b', 'elgica', 'f', 'r', 'even']","neutro"
"['scienc', 'nobl', 'quran', 'fingerprint', 'chat']","neutro"
"['belgian', 'help', 'boy', 'neymar', 'lift']","negativo"
['ala'],"neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['play', 'ryan', 'today']","neutro"
"['predict']","neutro"
"['predict']","neutro"
"['want', 'hazard', 'score', 'goal', 'today']","positivo"
"['exhibit', 'hate', 'brazil', 'amassa', 'gringo', 'na', 'footbal', 'boot', 'rage', 'give', 'twist', 'entir', 'togeth', 'brazil']","negativo"
"['alreadi', 'give', 'shit', 'marcelo', 'game', 'serbia', 'ask', 'get', 'medium', 'game']","negativo"
"['seren', 'look', 'dri', 'soul', 'belgium', 'today', 'cheer', 'organ', 'basement', 'wait', 'everybodi', 'go']","neutro"
"['accord', 'model', 'win', 'today', '65', '5', '67', '4', '52', '9', 'amp', '51', '6', 'pr']","neutro"
"['would', 'see', 'semi', 'final', 'team', 'franc', 'belgium', 'love', 'brazil']","neutro"
"['treasur', 'today', 'schonwied', 'soccer', 'alway', 'give']","neutro"
"['today', 'brazil', 'select', 'two', 'pet', 'still', 'gringo', 'hexa', 'come', 'guy']","positivo"
"['brazil', 'vs', 'belgium', 'tonight', 'big', 'fixtur', 'score', 'courtesi', 'taken', 'look', 'four', 'play']","neutro"
"['lukaku', 'like', 'jesu']","neutro"
"['neymar', 'like', 'hazard']","neutro"
"['vs', 'final', 'drama', 'king', 'neymar', 'catch', 'plane', 'home', 'lukaku', 'come']","negativo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['canarinho', 'sorcer', 'hexa', 'real']","positivo"
"['hour', 'go', 'world', 'cup', 'turn', 'euro', 'cup']","neutro"
"['rt', 'kind', 'brazil', 'game', 'today']","positivo"
"['mix', 'brazilian', 'want', 'breed', 'valley', 'noth', 'kkkkkkkkkkkk']","positivo"
"['nervou', 'front', 'tri', 'one', 'postur', 'becom', 'nervou', 'tri', 'ney']","negativo"
"['found', 'way', 'handl', 'neymar', 'tonight', 'match']","negativo"
"['today', 'day', 'finger', 'gritari']","positivo"
"['lack', 'hour', 'start', 'game', 'car', 'like']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['watch', 'brazil', 'vs', 'belgium', 'live', 'stream', 'free', 'onlin', 'hd', 'tv', 'coverag', 'watch', 'hd']","neutro"
"['brazil', 'two', 'goal', '1', 'brazil', 'two', 'goal', '1', 'brazil', 'two', 'goal', '1', 'brazil']","neutro"
"['leav', 'heart', 'luisito']","positivo"
"['today', 'day', 'game', 'ye']","positivo"
"['prepar', 'game', 'today']","neutro"
"['belgium']","neutro"
"['bowl', 'like']","neutro"
"['william', 'sprint', 'past', 'neymar', '1st', 'goal', 'brazil', 'skirt', 'first', '10', 'minut', 'game']","neutro"
"['receiv', 'pan', 'frigideira', 'polishop', 'anti', 'stick', 'neymar', 'fall', 'goal']","positivo"
"['arriv', 'live', 'room', 'search', 'friend']","positivo"
"['lukaku', 'like', 'jesu']","neutro"
"['vamooo']","positivo"
"['would', 'exchang', 'good', 'galvão', 'candi', 'fernanda', 'nice', 'narrat', 'game', 'huh']","neutro"
"['retweet', 'brazil', 'like', 'belgium']","neutro"
"['predict']","neutro"
"['wooooooooooooo', 'allllleezzzzzzz', 'diablesssssss']","negativo"
"['come', 'front', 'match', 'yet', 'even', 'along', 'folklor', 'even', 'courtyard', 'navigo', 'museum', 'enjoy']","positivo"
"['today', 'brazil', 'x', 'belgium', 'rank']","neutro"
"['today', 'boy', 'ney', 'cai']","negativo"
"['belgium', 'make', 'proud']","positivo"
"['neymar', 'like', 'hazard']","neutro"
"['guy', 'quick', 'predict']","neutro"
"['come']","positivo"
"['thiago', 'silva', 'like', 'alderweireld']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['hello']","positivo"
"['eventu', 'think', 'win', 'predict', 'next', 'game', 'quarter', 'final']","neutro"
"['brazil', 'v', 'belgium', 'fellaini', 'look', 'like', 'one', 'jackson', '5']","positivo"
"['bar', 'casemiro', 'oxe']","neutro"
"['win', 'nka', 'seke', 'ke', 'comfort', 'one', 'wing']","positivo"
"['today', 'brazil', 'much', 'hate']","negativo"
"['nervou', 'front', 'tri', 'one', 'postur', 'becom', 'nervou', 'tri', 'ney']","negativo"
"['hundr', 'brazilian', 'walk', 'arena', 'boiler']","neutro"
"['feel', 'like', 'final', 'realli', 'brazil', 'x', 'belgium']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['star', 'shine', 'one']","positivo"
"['uruguay', 'fail', 'brazil', 'go', 'home', 'belgium', 'thank', 'later']","neutro"
"['sit', 'readi', 'front', 'time', 'well', 'dutch', 'transmitt', 'sorri']","negativo"
"['arriv']","neutro"
"['today', 'eve', 'actual', 'tierdoku', 'quot', 'swallow', 'russia', 'quot', 'plan', 'chang']","neutro"
"['pl', 'let', 'bobbi', 'firm', 'start']","neutro"
"['lack', 'hour', 'start', 'game', 'car', 'like']","neutro"
"['littl', 'brazil', 'music', 'today', 'jesu', 'humili', 'satan', 'quot', 'come', 'faith']","positivo"
"['lot', 'soudal', 'wish', 'best', 'luck', 'quarter', 'final', 'brazil', 'tonight']","positivo"
"['look', 'footbal', 'today', 'look', 'back', 'two', 'massiv', 'match']","positivo"
"['brazil', 'vs', 'belgium']","neutro"
"['rt', 'kind', 'brazil', 'game', 'today']","positivo"
"['month', 'bah', 'xi', 'brazil']","neutro"
"['canari', 'fan', 'psycho', 'danc', 'pagodinho', 'would', 'say', 'hexa', 'bless']","positivo"
"['today', 'gabriel', 'jesu', 'goal']","positivo"
"['see', 'world', 'full', 'stress', 'tray', 'person', 'stomach', 'establish', 'match', 'brazil', 'belgium']","negativo"
"['god', 'want', 'belgium', 'stay', 'back', 'fight', 'dad', 'heaven', 'command', 'today', 'brazil', 'x', 'belgium', 'brazil']","neutro"
"['prefer', 'take', 'brazil', 'one', 'franc', 'brazil', 'top', 'top', 'franc', 'brazil']","neutro"
"['mistak', 'problem', 'duckl', 'stream', 'moment', 'today', 'ask', 'sorri']","negativo"
"['hello']","positivo"
"['laugh']","positivo"
"['matchday', 'pre', 'workout', 'start', 'friend', 'would', 'also', 'abl']","neutro"
"['woman', 'gave', 'kiss', 'news', 'report', 'want', 'see', 'pass', 'happen', 'men']","neutro"
"['thiago', 'silva', 'like', 'alderweireld']","neutro"
"['retweet', 'brazil', 'like', 'belgium']","neutro"
"['receiv', 'pan', 'frigideira', 'polishop', 'anti', 'stick', 'neymar', 'fall', 'goal']","positivo"
"['predict', 'tomorrow', 'hope', 'like', 'mine', 'let', 'get', 'video', 'go', 'viral', 'share']","positivo"
"['canari', 'fan', 'psycho', 'danc', 'pagodinho', 'would', 'say', 'hexa', 'bless']","positivo"
"['winner', '_________']","neutro"
"['hinon', 'hexa']","positivo"
"['brazil', 'win', 'time', 'normal', 'psycholog', 'enough', 'endur', 'penalti', 'shootout']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['come', 'see', 'catch', 'newton']","neutro"
"['guy', 'quick', 'predict']","neutro"
"['absolutament', 'game', 'brazil', 'inform', 'review', 'review', 'video', 'gif']","neutro"
"['equip', 'titu', 'arriv', 'higher', 'number', 'match', 'follow', 'undef', 'select', '9', 'year']","neutro"
"['belgium']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['predict']","neutro"
"['let', 'get', 'qf', 'parti', 'start', 'fifa', 'match', 'today']","neutro"
"['come', 'never']","negativo"
"['would', 'see', 'semi', 'final', 'team', 'franc', 'belgium', 'love', 'brazil']","neutro"
"['repeat', 'brazil', 'win', 'brazil', 'win', 'brazil', 'win', 'brazil', 'win', 'amen']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['arriv', 'live', 'room', 'search', 'friend']","neutro"
"['william', 'sprint', 'past', 'neymar', '1st', 'goal', 'brazil', 'skirt', 'first', '10', 'minut', 'game']","neutro"
"['hello']","positivo"
"['thiago', 'silva', 'like', 'alderweireld']","neutro"
"['mayb', 'second', 'best', 'hashtag', 'man', 'consid', 'tomorrow', 'eve']","positivo"
"['topic', 'amp', 'hashtag', 'llori']","neutro"
"['prayer', 'cup', 'mr', 'jesu', 'brazil', 'need', 'win', 'today', 'peopl', 'zoou', 'way', 'medium', 'world', 'countri', 'one', 'g']","positivo"
"['predict', 'tomorrow', 'hope', 'like', 'mine', 'let', 'get', 'video', 'go', 'viral', 'share']","positivo"
"['eager', 'see', 'neymar', 'roll']","negativo"
"['brother', 'law', 'nemar', 'today', 'goal', 'roll']","negativo"
"['certain', 'mean', 'order', 'symmetri', 'fact', 'hashtag']","neutro"
"['va', 'brazil']","positivo"
"['alreadi', 'q', 'watch', 'game', 'temq', 'begin', '3h', 'olodum', 'doll', 'ridicul', 'etc']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['arriv']","neutro"
"['neymar', 'like', 'hazard']","neutro"
"['innov']","neutro"
"['small', 'miracl', 'belgian', 'return', 'brazilian', 'go', 'ahead', 'belgium', 'live']","positivo"
"['hello']","positivo"
"['quot', 'brazil', 'countri', 'america', 'still', 'remov', 'quot', 'aaaaaa', 'pau', 'do', 'europeu', 'steal']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['arriv', 'live', 'room', 'search', 'friend']","neutro"
"['exhibit', 'hate', 'brazil', 'amassa', 'gringo', 'na', 'footbal', 'boot', 'rage', 'give', 'twist', 'entir', 'togeth', 'brazil']","negativo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['cours', 'hexa']","positivo"
"['tao', 'tick', 'casemiro', 'fuck']","negativo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['prepar', 'see', 'remov']","negativo"
"['would', 'see', 'semi', 'final', 'team', 'franc', 'belgium', 'love', 'brazil']","neutro"
"['brazil', 'u2060wil', 'win', 'world', 'cup', 'meanest', 'defenc', 'meet']","negativo"
"['lukaku', 'like', 'jesu']","neutro"
"['neymar', 'like', 'hazard']","neutro"
"['next', 'quarter', 'final', 'five', 'star', 'champion', 'vs', 'red', 'devil', 'face']","neutro"
"['brazil', 'elimin', 'tonight']","negativo"
"['predict']","neutro"
"['brazil', 'last', 'hope', 'latin', 'america']","negativo"
"['match', 'support', 'judg']","neutro"
"['arriv']","neutro"
"['vaiiii', 'brazil']","positivo"
"['pcq', 'belgium', 'alon', 'ferri', 'qu']","neutro"
"['retweet', 'brazil', 'like', 'belgium']","neutro"
"['peopl', 'mean']","neutro"
"['casemiro', 'bar']","neutro"
"['predict', 'tomorrow', 'hope', 'like', 'mine', 'let', 'get', 'video', 'go', 'viral', 'share']","positivo"
"['come', 'hexa', 'brazil']","positivo"
"['hope', 'furiou', 'begin', 'tweet', 'wrath']","negativo"
"['neymar', 'get', 'readi', 'match', 'brazil', 'vs', 'belgium']","neutro"
"['titu', 'thing', 'certain', 'independ', 'result', 'taken', 'decis', 'color']","neutro"
"['doubl']","neutro"
"['belgium']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['brazil', 'win']","positivo"
"['receiv', 'pan', 'frigideira', 'polishop', 'anti', 'stick', 'neymar', 'fall', 'goal']","positivo"
"['look', 'go', 'along', 'game', 'brazil', 'today', 'sorcer', 'hexa', 'yuri', 'torsken']","positivo"
"['thiago', 'silva', 'like', 'alderweireld']","neutro"
"['day', 'game', 'famou', 'prepar', 'twist', 'brazil']","positivo"
"['superstiti', 'papal', 'victori']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['retweet', 'brazil', 'like', 'belgium']","neutro"
"['sim', 'hexa', 'come']","positivo"
"['quot', 'one', 'simpl', 'engin', 'aerospac', 'quot', 'quot', 'sorcer', 'hexa', 'quot', 'journalist', 'oh']","neutro"
"['neymar', 'theater', 'deposit', 'brazil', 'belgium', 'becom', 'art', 'transfer']","negativo"
"['come', 'see']","positivo"
"['today', 'brazil']","positivo"
"['arriv', 'live', 'room', 'search', 'friend']","neutro"
"['complianc', 'game', 'neymar', 'roll', 'stadium', 'funniest', 'meme']","positivo"
"['fail', 'kutransl', 'cham', 'muma', 'lyric', 'english', 'even', 'know', 'like', 'truth', 'mimi', 'ye', 'wrote']","neutro"
"['ahhh', 'master', 'brazil']","positivo"
"['also', 'answer', 'media', 'penalti', 'impos']","neutro"
"['littl', 'brazil', 'music', 'today', 'jesu', 'humili', 'satan', 'quot', 'come', 'faith']","positivo"
"['lukaku', 'like', 'jesu']","neutro"
"['looooooooooooooooooooool', 'stutter', 'front', 'brazil']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['remov', 'espan', 'h', 'angri', 'sina', 'x', 'ico', 'lemanja', 'miss', 'b', 'elgica', 'f', 'r', 'even']","neutro"
"['togeth', 'behind', 'devil', 'lot', 'success', 'wish']","positivo"
"['becom', 'momentarili', '5', '0', 'predict', 'antwerp', 'belgian', 'allow', 'bit', 'arrog', 'quot']","neutro"
"['1h30']","neutro"
"['previou', 'opportun', 'side', 'world', 'cup', 'round', '16', '2002', 'win', '2', '0']","neutro"
"['remov', 'espan', 'h', 'angri', 'sina', 'x', 'ico', 'lemanja', 'miss', 'b', 'elgica', 'f', 'r', 'even']","neutro"
"['dream', 'see', '2', 'imag', 'less', '24', 'h']","positivo"
"['would', 'see', 'semi', 'final', 'team', 'franc', 'belgium', 'love', 'brazil']","neutro"
"['hexa', 'begin', 'win', 'shape', 'titl', 'seem', 'inevit']","positivo"
"['predict']","neutro"
"['neymar', 'like', 'hazard']","neutro"
"['retweet', 'brazil', 'like', 'belgium']","neutro"
['hello'],"positivo"
"['neymar', 'like', 'hazard']","neutro"
"['aaaaaaa', 'master', 'rumo', 'hexa']","positivo"
"['equip', 'titu', 'arriv', 'higher', 'number', 'match', 'follow', 'undef', 'select', '9', 'year', 'arm']","neutro"
"['still', 'ate', 'noth', 'ye', 'happi', 'cup']","negativo"
"['arriv', 'live', 'room', 'search', 'friend']","neutro"
"['said', 'earlier', 'say', 'yet', 'imk', 'courteou', 'bae']","positivo"
"['vs']","neutro"
"['retweet', 'brazil', 'like', 'belgium']","neutro"
"['today', 'brazil', 'hexa', 'real']","positivo"
"['win', 'two', 'vs']","positivo"
"['heart', 'pick', 'belgium', 'head', 'pick', 'brazil', 'predict', 'one', 'two', 'realli', 'wait', 'fo', 'game']","neutro"
"['exhibit', 'hate', 'brazil', 'amassa', 'gringo', 'na', 'footbal', 'boot', 'rage', 'give', 'twist', 'entir', 'togeth', 'brazil']","negativo"
"['william', 'sprint', 'past', 'neymar', '1st', 'goal', 'brazil', 'skirt', 'first', '10', 'minut', 'game']","neutro"
"['shit', 'sweep', 'casimir', 'tnc']","negativo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['arriv', 'live', 'room', 'search', 'friend']","neutro"
"['one', 'see', 'tower']","neutro"
"['arriv', 'live', 'room', 'search', 'friend']","neutro"
"['1h30', 'match', 'heart', 'alreadi', 'explod']","positivo"
"['tbh', 'point', 'realli', 'feel', 'strongli', 'team', 'want', 'qualiti', 'game', 'hope']","positivo"
"['sound', 'great', 'summar', 'hope', 'make']","positivo"
"['today', 'eve', 'actual', 'tierdoku', 'quot', 'swallow', 'russia', 'quot', 'plan', 'chang']","neutro"
"['3x1', 'today', 'let', '39', 'go', 'brazil']","positivo"
"['feed', 'encostem', 'casemito']","neutro"
"['realli', 'look', 'forward']","positivo"
"['time', 'front', 'stresspintj']","neutro"
"['would', 'see', 'semi', 'final', 'team', 'franc', 'belgium', 'love', 'brazil']","neutro"
"['repeat', 'repeat', 'brazil', 'win', 'give', 'belgium', 'brazil', 'win', 'give', 'belgium', 'brazil', 'win', 'give', 'belgium', 'brazil', 'win', 'give', 'belgium', 'b']","positivo"
"['gon']","negativo"
"['predict']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['receiv', 'pan', 'frigideira', 'polishop', 'anti', 'stick', 'neymar', 'fall', 'goal']","positivo"
"['anxieti', 'take', 'account', 'hymn', 'sung', 'hour', 'boy', 'ney', 'littl', 'coutinho', 'firm', 'galvão', 'speak']","neutro"
"['know', 'brazilian', 'player', 'score', 'hat', 'trick', 'sinc', '1958', '17', 'score']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['predict', 'tomorrow', 'hope', 'like', 'mine', 'let', 'get', 'video', 'go', 'viral', 'share']","positivo"
"['today', 'brazil', 'belgium']","neutro"
"['spoken', 'difficulti', 'unsustain', 'light', 'usual']","neutro"
"['would', 'see', 'semi', 'final', 'team', 'franc', 'belgium', 'love', 'brazil']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['lukaku', 'like', 'jesu']","neutro"
"['exhibit', 'hate', 'brazil', 'amassa', 'gringo', 'na', 'footbal', 'boot', 'rage', 'give', 'twist', 'entir', 'togeth', 'brazil']","negativo"
"['neymar', 'like', 'hazard']","neutro"
"['fuck', 'let', 'casemiro', 'log']","negativo"
"['retweet', 'brazil', 'like', 'belgium']","neutro"
"['warm', 'caipirinha', 'wait', 'game', 'brazil', 'hexa']","positivo"
"['want', 'world', 'cup', 'belgium', 'robin', 'lukako', 'goal', 'see', 'belgium', 'worth', 'win']","positivo"
"['exhibit', 'hate', 'brazil', 'amassa', 'gringo', 'na', 'footbal', 'boot', 'rage', 'give', 'twist', 'entir', 'togeth', 'brazil']","negativo"
"['lukaku', 'like', 'jesu']","neutro"
"['jesu', 'devil', 'look']","negativo"
"['canari', 'fan', 'psycho', 'danc', 'pagodinho', 'would', 'say', 'hexa', 'bless']","positivo"
"['predict']","neutro"
"['god', 'listen']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['predict']","neutro"
"['follow', 'game', 'brazil', 'x', 'belgium', 'radio', 'transamerica', 'transmiss', 'start', 'littl', '14h']","neutro"
"['today', 'brasil', 'countrysid', 'russia', 'brazil', 'everybodi', 'day', 'countrysid', 'brazil', 'need', 'win', 'well']","positivo"
"['god', 'want', 'belgium', 'stay', 'back', 'fight', 'dad', 'heaven', 'command', 'today', 'brazil', 'x', 'belgium', 'brazil']","neutro"
['predict'],"neutro"
"['canarinho', 'gun', 'rid', 'capeta', 'brazil']","negativo"
"['much', 'anxiou', 'game', 'boy', 'ney', 'brilhaaaa', 'coutinho', 'jesu', 'ta', 'hexa', 'bb']","positivo"
"['retweet', 'brazil', 'like', 'belgium']","neutro"
"['hello']","positivo"
"['would', 'see', 'semi', 'final', 'team', 'franc', 'belgium', 'love', 'brazil']","neutro"
"['stay', 'late', 'watch', 'brazil', 'vs', 'belgium', 'game', 'oh', 'adult', 'cramp', 'thi', 'want']","positivo"
"['watch', 'brazil', 'vs', 'belgium', 'live', 'stream', 'free', 'onlin', 'hd', 'tv', 'coverag', 'watch', 'hd']","neutro"
"['good', 'ben', 'appoint', 'dismiss', 'friend', 'french', 'come']","positivo"
"['canari', 'fan', 'psycho', 'danc', 'pagodinho', 'would', 'say', 'hexa', 'bless']","positivo"
"['predict', 'tomorrow', 'hope', 'like', 'mine', 'let', 'get', 'video', 'go', 'viral', 'share']","positivo"
"['hope', 'excit', 'match', 'hope', 'theater', 'cheap', 'hope', 'good', 'win']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['hexa', 'begin', 'win', 'shape', 'titl', 'seem', 'inevit']","positivo"
"['two', 'power', 'hous', 'collid', 'tonight', 'got']","positivo"
"['guy', 'hexa', 'lockscreen', 'trio', 'hexa', 'someon', 'want', 'call', 'dm', 'send']","neutro"
"['marku', 'brand', 'brazil', 'belgium', 'match', 'comment', 'hashtagiyl', 'match', 'review', 'tweet', '3']","neutro"
"['video', 'shiver', 'foot', 'head', 'alway', 'watch', 'brazil']","positivo"
"['stori', 'far']","neutro"
"['someon', 'doubt', 'hexa', 'brazil', 'came', 'tue', 'assur']","positivo"
"['let', 'parti', 'cheer', 'brazil']","positivo"
"['next', 'gener', 'readi', 'game', 'gener']","neutro"
"['peopl', 'mean']","neutro"
"['would', 'see', 'semi', 'final', 'team', 'franc', 'belgium', 'love', 'brazil']","neutro"
"['neymar', 'theater', 'deposit', 'brazil', 'belgium', 'becom', 'art', 'transfer']","negativo"
"['arriv', 'live', 'room', 'search', 'friend']","neutro"
"['readi']","positivo"
"['show', 'even', 'make', 'support', 'tonight']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['24', 'karat', 'ijahbeat', 'ft', 'amp', 'quich', 'distribut', 'major', 'digit', 'platform', 'go', 'listen']","neutro"
"['play', 'semi', 'final', 'unbeaten', 'last', '15', 'neymar', 'score', '11', 'amp', 'axe']","positivo"
"['dare', 'bar', 'dear', 'casemiro', 'casemito', 'call', 'ridicul']","negativo"
"['come', 'brazil', 'rumo', 'hexa']","positivo"
"['neymar', 'like', 'hazard']","neutro"
"['today', 'brazil']","positivo"
"['arriv', 'live', 'room', 'search', 'friend']","neutro"
"['noth', 'import', 'go']","positivo"
"['piti', 'bet', 'import', 'catch', 'even', 'souti']","positivo"
"['yaiorii', 'joseph', 'giménez', 'thiago', 'silva', '80km', 'h', 'elimin', 'cup', 'cri']","neutro"
"['q', 'belgium', 'q', 'noth', 'brassiiiiiiiiiiiiiil', 'uuuuuuuuuuuuuuuuuuuu']","negativo"
"['one', 'potenti', 'classic', 'match', 'watch']","positivo"
"['jesu']","neutro"
"['peopl', 'casemiro', 'bar']","neutro"
"['prepar', 'game', 'today']","positivo"
"['receiv', 'pan', 'frigideira', 'polishop', 'anti', 'stick', 'neymar', 'fall', 'goal']","positivo"
"['impati', 'begin', 'room', 'final', 'ye', 'left', 'match', 'time', 'search', 'term']","neutro"
"['small', 'miracl', 'belgian', 'return', 'brazilian', 'go', 'ahead', 'belgium', 'live']","positivo"
"['repeat', 'brazil', 'win', 'brazil', 'win', 'brazil', 'win', 'brazil', 'win', 'amen']","positivo"
"['mr', 'bless', 'wow', 'select', 'take', 'care', 'boy', 'ney', 'coutinho', 'goal', 'william', 'vapor', 'na', 'match']","positivo"
"['receiv', 'pan', 'frigideira', 'polishop', 'anti', 'member', 'flavorston', 'philip', 'wall', 'hexa']","positivo"
"['hinon', 'hexa']","positivo"
